ID,Aspecto,Categoría,Sentimiento,Evidencia,Fecha
8472,Lugar,Infraestructura,Positivo,Nice place but it's a little neglected...,
8473,Lugar,Infraestructura,Positivo,Nice place to walk with your family ☺️,
8474,Eat,Gastronomía,Positivo,"Nice place to visit, preferably during the day, sometimes fairs are offered, in its center there is the statue of the liberator, and around it a tribute to the Binational Peace Treaty of Itamaratí was raised",
8474,Center,Ubicación,Positivo,"Nice place to visit, preferably during the day, sometimes fairs are offered, in its center there is the statue of the liberator, and around it a tribute to the Binational Peace Treaty of Itamaratí was raised",
8475,Lugar,Infraestructura,Positivo,"Nice place to visit, very touristy",
8476,Lugar,Infraestructura,Positivo,Nice place to visit with family,
8477,Lugar,Infraestructura,Positivo,Nice place to visit,
8478,Fee,Precio,Positivo,Nice place to have a coffee at the foot of the church,
8479,Lugar,Infraestructura,Positivo,"Nice place to relax,",2023-08-10
8480,Lugar,Infraestructura,Positivo,Nice place to relax,2022-04-06
8481,Eat,Gastronomía,Positivo,"Nice place to recreate the mind, and enjoy everything there with the family",
8481,Rio,Naturaleza,Positivo,"Various cultures visit that place, hence the importance of demonstrating good education, sometimes demonstrating more qualities than those who live there",
8482,Lugar,Infraestructura,Positivo,Nice place to visit,2021-06-01
8483,Lugar,Infraestructura,Positivo,"NICE PLACE TO DO PHYSICAL ACTIVITY SUCH AS JOG, WALK",
8484,Lugar,Infraestructura,Positivo,Nice place for a family walk,
8485,Lugar,Infraestructura,Positivo,Nice place to walk with the family,2017-02-03
8486,Lugar,Infraestructura,Positivo,Nice place to walk,
8487,Lugar,Infraestructura,Positivo,Nice place to walk,2024-09-06
8488,Lugar,Infraestructura,Positivo,Nice place to spend healthily with friends and family,2021-02-08
8489,Lugar,Infraestructura,Positivo,Nice place to spend with family.,2024-12-03
8490,Lugar,Infraestructura,Positivo,Nice place to share with family,
8491,Lugar,Infraestructura,Positivo,Nice place for the night,2022-08-03
8492,Lugar,Infraestructura,Positivo,Nice place for family and children.,2023-08-04
8493,Nature,Naturaleza,Positivo,Nice place to go for a walk and see nature,
8494,Lugar,Infraestructura,Positivo,Nice place to go with family.,
8495,Lugar,Infraestructura,Positivo,Nice place to go with family,
8496,Lugar,Infraestructura,Positivo,Nice place to go with children,
8497,Lugar,Infraestructura,Positivo,Nice place to go with the family,
8498,Lugar,Infraestructura,Positivo,Nice place for hiking,2023-09-01
8499,Lugar,Infraestructura,Positivo,Nice place to play sports and visit with the family,
8500,Lugar,Infraestructura,Positivo,Nice place to do sports or walks.,
8501,Lugar,Infraestructura,Positivo,Nice place for photos,2023-08-10
8502,Lugar,Infraestructura,Positivo,Nice place to be with family and friends,2019-06-11
8503,Lugar,Infraestructura,Positivo,Nice place to exercise,2020-05-03
8504,Lugar,Infraestructura,Positivo,Nice place for Sunday with family,
8505,Lugar,Infraestructura,Positivo,Nice place to relax and exercise,
8506,Lugar,Infraestructura,Positivo,Nice place to relax for a while,
8507,Lugar,Infraestructura,Positivo,"Nice place to enjoy and spend with family, friends",2022-11-11
8508,Lugar,Infraestructura,Positivo,Nice place to rest,2019-11-11
8509,Lugar,Infraestructura,Positivo,Nice place to hang out with family,2021-01-10
8510,Friendly,Atención,Positivo,"Nice place to visit, very friendly administrator",
8511,Nature,Naturaleza,Positivo,And find the signature tree,
8512,Lugar,Infraestructura,Positivo,Nice place to walk!,2019-03-05
8513,Lugar,Infraestructura,Positivo,Nice place to walk,2017-07-06
8514,Lugar,Infraestructura,Positivo,Nice place to learn more about Lojana culture,
8515,Nature,Naturaleza,Positivo,Nice place to appreciate nature,2018-04-09
8516,Lugar,Infraestructura,Positivo,Nice historical place in Loja.,2018-06-01
8517,Lugar,Infraestructura,Positivo,Nice family place,
8518,Lugar,Infraestructura,Positivo,Nice place especially at night,
8519,Lugar,Infraestructura,Positivo,Nice place in Loja. Quiet relaxing,
8520,Safe,Seguridad,Positivo,"Nice place in Lojita, just be careful after 6pm a little unsafe",2022-07-12
8521,Lugar,Infraestructura,Positivo,Nice resting place,2019-02-02
8522,Restaurant,Gastronomía,Positivo,Nice place with nearby lodging options and restaurants,
8522,Near,Ubicación,Positivo,Nice place with nearby lodging options and restaurants,
8523,Lugar,Infraestructura,Positivo,Nice place with a lot of legend,2022-01-03
8524,Lugar,Infraestructura,Positivo,Nice place with history of Lojana music,
8525,Park,Naturaleza,Positivo,"Nice place although because it is the place they should have a little more flexibility to be able to park, I don't know if I entered through another place or there is simply no parking to be able to take photos in the place, which is very nice",
8525,Parking,Transporte,Positivo,"Nice place although because it is the place they should have a little more flexibility to be able to park, I don't know if I entered through another place or there is simply no parking to be able to take photos in the place, which is very nice",
8526,Lugar,Infraestructura,Positivo,Nice place although the platform should be higher,
8527,Lugar,Infraestructura,Positivo,"Nice nice place, cozy..",2023-04-09
8528,Nature,Naturaleza,Positivo,Anyone who likes nature will enjoy it,2018-06-03
8529,Food,Gastronomía,Positivo,with a variety of food around,
8529,City,Ubicación,Positivo,And circulation to different parts of the city,
8530,Lugar,Infraestructura,Positivo,Nice place !!,2022-03-05
8531,Lugar,Infraestructura,Positivo,Nice place!,
8532,Lugar,Infraestructura,Positivo,Nice place,
8533,Lugar,Infraestructura,Positivo,Nice place,2019-04-01
8534,Lugar,Infraestructura,Positivo,Nice place,2022-12-11
8535,Lugar,Infraestructura,Positivo,Nice place,2018-03-10
8536,Lugar,Infraestructura,Positivo,Nice place,2019-09-01
8537,Lugar,Infraestructura,Positivo,Nice place,
8538,Lugar,Infraestructura,Positivo,Nice place,2019-01-09
8539,Lugar,Infraestructura,Positivo,Nice place,
8540,Lugar,Infraestructura,Positivo,Nice place,
8541,Lugar,Infraestructura,Positivo,Nice place,
8542,Lugar,Infraestructura,Positivo,Nice place,2024-09-06
8543,Lugar,Infraestructura,Positivo,Nice place,2019-03-08
8544,Lugar,Infraestructura,Positivo,Nice place,
8545,Lugar,Infraestructura,Positivo,Nice place,2024-05-05
8546,Lugar,Infraestructura,Positivo,Nice place,
8547,Lugar,Infraestructura,Positivo,Nice place,2019-01-07
8548,Lugar,Infraestructura,Positivo,Nice place,2022-03-11
8549,Lugar,Infraestructura,Positivo,nice place,
8550,Lugar,Infraestructura,Positivo,Nice place,
8551,Lugar,Infraestructura,Positivo,Nice place,
8552,Lugar,Infraestructura,Positivo,Nice place,
8553,Lugar,Infraestructura,Positivo,Nice place,2019-12-02
8554,Lugar,Infraestructura,Positivo,Nice place,2018-05-09
8555,Lugar,Infraestructura,Positivo,Nice place,
8556,Lugar,Infraestructura,Positivo,Nice place,
8557,Lugar,Infraestructura,Positivo,Nice place,
8558,Lugar,Infraestructura,Positivo,Nice place,
8559,Lugar,Infraestructura,Positivo,Nice place,
8560,Lugar,Infraestructura,Positivo,Nice place,2023-04-08
8561,Lugar,Infraestructura,Positivo,Nice place,
8562,Lugar,Infraestructura,Positivo,Nice place,
8563,Lugar,Infraestructura,Positivo,Nice place,
8564,Lugar,Infraestructura,Positivo,Nice place,
8565,Lugar,Infraestructura,Positivo,Nice place,
8566,Lugar,Infraestructura,Positivo,Nice place,
8567,Lugar,Infraestructura,Positivo,Nice place,
8568,Lugar,Infraestructura,Positivo,Nice place,
8569,Lugar,Infraestructura,Positivo,Nice place,
8570,Lugar,Infraestructura,Positivo,Nice place,2021-05-08
8571,Lugar,Infraestructura,Positivo,Nice place,
8572,Lugar,Infraestructura,Positivo,Nice place,2021-07-06
8573,Lugar,Infraestructura,Positivo,Nice place,
8574,Lugar,Infraestructura,Positivo,Nice place,
8575,Lugar,Infraestructura,Positivo,Nice place,2020-04-02
8576,Lugar,Infraestructura,Positivo,Nice place,2020-06-01
8577,Lugar,Infraestructura,Positivo,Nice place,2019-04-09
8578,Lugar,Infraestructura,Positivo,Nice place,2019-07-08
8579,Lugar,Infraestructura,Positivo,Nice place,
8580,Lugar,Infraestructura,Positivo,Nice place,
8581,Lugar,Infraestructura,Positivo,Nice place,2019-08-05
8582,Lugar,Infraestructura,Positivo,Nice place,
8583,Lugar,Infraestructura,Positivo,Nice place,2018-01-03
8584,Lugar,Infraestructura,Positivo,Nice place,2023-11-11
8585,Lugar,Infraestructura,Positivo,Nice place,2023-08-09
8586,Lugar,Infraestructura,Positivo,Nice place,
8587,Lugar,Infraestructura,Positivo,Nice place,2022-12-01
8588,Lugar,Infraestructura,Positivo,Nice place,2021-07-07
8589,Lugar,Infraestructura,Positivo,Nice place,
8590,Lugar,Infraestructura,Positivo,Nice place,
8591,Lugar,Infraestructura,Positivo,Nice place,
8592,Lugar,Infraestructura,Positivo,Nice place,2019-01-08
8593,Lugar,Infraestructura,Positivo,Nice place,2024-07-05
8594,Lugar,Infraestructura,Positivo,nice place,
8595,Clean,Infraestructura,Positivo,Nice clean and tidy,
8596,Bus,Transporte,Positivo,Nice ideal for taking photos as well as a central bus stop,
8596,Central,Ubicación,Positivo,Nice ideal for taking photos as well as a central bus stop,
8597,Park,Naturaleza,Neutro,Nice experience getting to know the park but bad that it rained that day,
8598,Lugar,Infraestructura,Positivo,Nice excellent place to spend with family,
8599,Eat,Gastronomía,Positivo,Nice space for recreation,2019-12-05
8600,Danger,Seguridad,Neutro,"Beautiful in the day, dangerous at night",2019-01-06
8601,Park,Naturaleza,Positivo,Nice park,
8602,Lugar,Infraestructura,Positivo,"Nice place, I liked the legs and the train.",
8603,Lugar,Infraestructura,Positivo,Beautiful art of stepsisters,
8604,Lugar,Infraestructura,Positivo,Nice building we couldn't enter.,2019-04-08
8605,Lugar,Infraestructura,Positivo,Nice to enjoy with the children,2021-01-12
8606,Lugar,Infraestructura,Positivo,Nice to visit.,2021-12-05
8607,Danger,Seguridad,Neutro,"Beautiful by day, dangerous at night",
8608,Food,Gastronomía,Positivo,good food,
8609,Lugar,Infraestructura,Positivo,Nice :3,2019-11-10
8610,Lugar,Infraestructura,Positivo,Beautiful,2017-11-01
8611,Lugar,Infraestructura,Positivo,Beautiful,
8612,Lugar,Infraestructura,Positivo,Nice,2022-07-01
8613,Lugar,Infraestructura,Positivo,Nice,2020-01-03
8614,Lugar,Infraestructura,Neutro,Pretty,2021-01-07
8615,Lugar,Infraestructura,Neutro,Pretty,
8616,Lugar,Infraestructura,Neutro,Pretty,2019-07-09
8617,Lugar,Infraestructura,Neutro,Pretty,2019-01-09
8618,Lugar,Infraestructura,Neutro,Pretty,
8619,Lugar,Infraestructura,Neutro,Pretty,2019-08-03
8620,Lugar,Infraestructura,Neutro,Pretty,
8621,Lugar,Infraestructura,Neutro,Pretty,
8622,Lugar,Infraestructura,Neutro,pretty,2024-08-10
8623,Lugar,Infraestructura,Neutro,Pretty,
8624,Lugar,Infraestructura,Neutro,Pretty,
8625,Lugar,Infraestructura,Neutro,Pretty,2021-07-10
8626,Lugar,Infraestructura,Neutro,Pretty,
8627,Lugar,Infraestructura,Neutro,Pretty,
8628,Lugar,Infraestructura,Neutro,Pretty,2021-12-10
8629,Lugar,Infraestructura,Neutro,pretty,2024-08-10
8630,Lugar,Infraestructura,Neutro,Pretty,
8631,Lugar,Infraestructura,Neutro,Pretty,
8632,Lugar,Infraestructura,Neutro,Pretty,2022-08-11
8633,Lugar,Infraestructura,Neutro,Pretty,
8634,Lugar,Infraestructura,Neutro,pretty,
8635,Lugar,Infraestructura,Neutro,pretty,2024-08-10
8636,Lugar,Infraestructura,Neutro,Pretty,2024-12-03
8637,Lugar,Infraestructura,Neutro,Pretty,
8638,Lugar,Infraestructura,Neutro,Pretty,2018-09-12
8639,Lugar,Infraestructura,Neutro,Pretty,
8640,Lugar,Infraestructura,Neutro,Pretty,2022-05-10
8641,Lugar,Infraestructura,Neutro,Pretty,
8642,Lugar,Infraestructura,Neutro,Pretty,
8643,Lugar,Infraestructura,Neutro,Pretty,2021-01-07
8644,Lugar,Infraestructura,Neutro,Pretty,
8645,Lugar,Infraestructura,Neutro,Pretty,2019-04-09
8646,Lugar,Infraestructura,Neutro,Pretty,2019-01-06
8647,Lugar,Infraestructura,Neutro,Pretty,2019-08-03
8648,Lugar,Infraestructura,Neutro,Pretty,
8649,Lugar,Infraestructura,Neutro,Pretty,
8650,Lugar,Infraestructura,Neutro,Pretty,
8651,Lugar,Infraestructura,Neutro,Pretty,2022-11-11
8652,Lugar,Infraestructura,Neutro,Pretty,
8653,Lugar,Infraestructura,Neutro,Pretty,2023-04-03
8654,Lugar,Infraestructura,Neutro,Pretty,
8655,Lugar,Infraestructura,Neutro,Pretty,
8656,Lugar,Infraestructura,Neutro,Pretty,2021-04-07
8657,Lugar,Infraestructura,Neutro,Pretty,
8658,Lugar,Infraestructura,Neutro,Pretty,
8659,Lugar,Infraestructura,Neutro,Pretty,2023-12-11
8660,Lugar,Infraestructura,Neutro,Pretty,2019-09-10
8661,Lugar,Infraestructura,Neutro,Pretty,
8662,Lugar,Infraestructura,Neutro,Pretty,2023-12-11
8663,Lugar,Infraestructura,Neutro,Pretty,2024-12-05
8664,Lugar,Infraestructura,Neutro,Pretty,2022-11-08
8665,Lugar,Infraestructura,Neutro,Pretty,2022-03-01
8666,Lugar,Infraestructura,Neutro,Pretty,2019-12-08
8667,Lugar,Infraestructura,Neutro,Pretty,
8668,Lugar,Infraestructura,Neutro,Pretty,2023-07-08
8669,Lugar,Infraestructura,Neutro,Pretty,2024-03-09
8670,Lugar,Infraestructura,Neutro,Pretty,2024-07-05
8671,Lugar,Infraestructura,Neutro,Pretty,2024-01-04
8672,Lugar,Infraestructura,Neutro,Pretty,2024-03-01
8673,Lugar,Infraestructura,Neutro,Pretty,2023-07-12
8674,Lugar,Infraestructura,Neutro,Pretty,2023-10-09
8675,Lugar,Infraestructura,Neutro,Pretty,
8676,Lugar,Infraestructura,Neutro,Pretty,2023-10-03
8677,Lugar,Infraestructura,Neutro,Pretty,
8678,Lugar,Infraestructura,Neutro,Pretty,
8679,Lugar,Infraestructura,Neutro,Pretty,
8680,Lugar,Infraestructura,Neutro,Pretty,2021-08-04
8681,Lugar,Infraestructura,Neutro,Pretty,2021-08-01
8682,Lugar,Infraestructura,Neutro,Pretty,2020-09-10
8683,Lugar,Infraestructura,Neutro,Pretty,2020-02-10
8684,Lugar,Infraestructura,Neutro,Pretty,
8685,Lugar,Infraestructura,Neutro,Pretty,
8686,Lugar,Infraestructura,Neutro,Pretty,
8687,Lugar,Infraestructura,Neutro,Pretty,
8688,Lugar,Infraestructura,Neutro,Pretty,2020-08-02
8689,Lugar,Infraestructura,Neutro,Pretty,2020-06-02
8690,Lugar,Infraestructura,Neutro,Pretty,
8691,Lugar,Infraestructura,Neutro,Pretty,
8692,Lugar,Infraestructura,Neutro,Pretty,2019-08-07
8693,Lugar,Infraestructura,Neutro,Pretty,
8694,Lugar,Infraestructura,Neutro,Pretty,2019-02-03
8695,Lugar,Infraestructura,Neutro,Pretty,
8696,Lugar,Infraestructura,Neutro,Pretty,
8697,Lugar,Infraestructura,Neutro,Pretty,
8698,Lugar,Infraestructura,Neutro,Pretty,
8699,Lugar,Infraestructura,Neutro,Pretty,
8700,Lugar,Infraestructura,Neutro,Pretty,
8701,Lugar,Infraestructura,Neutro,Pretty,2023-02-01
8702,Lugar,Infraestructura,Neutro,Pretty,
8703,Lugar,Infraestructura,Neutro,Pretty,
8704,Lugar,Infraestructura,Neutro,Pretty,
8705,Lugar,Infraestructura,Neutro,Pretty,
8706,Lugar,Infraestructura,Neutro,Pretty,
8707,Lugar,Infraestructura,Neutro,Pretty,
8708,Lugar,Infraestructura,Neutro,Pretty,
8709,Lugar,Infraestructura,Neutro,Pretty,
8710,Lugar,Infraestructura,Neutro,Pretty,
8711,Lugar,Infraestructura,Neutro,Pretty,2021-01-05
8712,Lugar,Infraestructura,Neutro,Pretty,
8713,Lugar,Infraestructura,Neutro,Pretty,2019-11-11
8714,Lugar,Infraestructura,Neutro,Pretty,2019-06-09
8715,Lugar,Infraestructura,Neutro,Pretty,2019-02-09
8716,Lugar,Infraestructura,Neutro,Pretty,2019-01-09
8717,Lugar,Infraestructura,Neutro,Pretty,
8718,Lugar,Infraestructura,Neutro,Pretty,
8719,Clean,Infraestructura,Positivo,"Nice views, but it needs maintenance to give it a paint job and make it cleaner",2022-05-09
8719,View,Naturaleza,Positivo,"Nice views, but it needs maintenance to give it a paint job and make it cleaner",2022-05-09
8720,View,Naturaleza,Positivo,Nice views,
8721,People,Atención,Positivo,Nice facilities and you can see the culture of the people of the city of Loja,
8721,City,Ubicación,Positivo,Nice facilities and you can see the culture of the people of the city of Loja,
8722,Lugar,Infraestructura,Neutro,Pretty...,
8723,View,Naturaleza,Positivo,"Nice view, nice to walk and take photos",
8724,View,Naturaleza,Positivo,Nice view to see the city center,
8724,Center,Ubicación,Positivo,Nice view to see the city center,
8725,View,Naturaleza,Positivo,Nice view of the city,2023-12-02
8725,City,Ubicación,Positivo,Nice view of the city,2023-12-02
8726,Lugar,Infraestructura,Positivo,Beautiful flora,2017-11-07
8727,Lugar,Infraestructura,Positivo,Nice square with living arts,
8728,Lugar,Infraestructura,Positivo,Nice historical part of Loja,2022-01-06
8729,Lugar,Infraestructura,Positivo,nice mass,
8730,Lugar,Infraestructura,Positivo,The square is beautiful...,2018-07-05
8731,Lugar,Infraestructura,Positivo,Nice infrastructure,
8732,Lugar,Infraestructura,Positivo,Nice church with many images of saints,
8733,Lugar,Infraestructura,Positivo,nice colonial church,
8734,Lugar,Infraestructura,Positivo,nice church,
8735,Lugar,Infraestructura,Positivo,Nice experience,2019-09-06
8736,Lugar,Infraestructura,Positivo,Nice culture,
8737,Lugar,Infraestructura,Positivo,Nice cathedral.,2024-02-09
8738,Lugar,Infraestructura,Positivo,Nice cathedral although it needs a little maintenance especially the walls and pillars,2019-07-11
8739,Lugar,Infraestructura,Positivo,Nice chapel,
8740,Lugar,Infraestructura,Positivo,Nice architecture,
8741,Lugar,Infraestructura,Neutro,pretty,
8742,Lugar,Infraestructura,Neutro,pretty,
8743,Lugar,Infraestructura,Neutro,pretty,
8744,Lugar,Infraestructura,Neutro,pretty,2019-09-03
8745,Lugar,Infraestructura,Neutro,pretty,2020-02-11
8746,Lugar,Infraestructura,Neutro,pretty,
8747,Lugar,Infraestructura,Neutro,Boniro place,
8748,Lugar,Infraestructura,Neutro,Blablablablabla,
8749,Landscape,Naturaleza,Positivo,"Extraordinary biota, dreamy landscapes, BEAUTIFUL",2018-11-03
8750,Lugar,Infraestructura,Positivo,"Good.
a little unsure",2024-09-04
8751,Park,Naturaleza,Positivo,Good but no parking spaces,2019-05-01
8751,Parking,Transporte,Positivo,Good but no parking spaces,2019-05-01
8752,Lugar,Infraestructura,Neutro,"Well, a place where you find crafts from your country",
8753,Lugar,Infraestructura,Neutro,Well presented to learn about Ecuadorian music,
8754,Park,Naturaleza,Positivo,The park is very nice to rest after a long trip,
8755,Lugar,Infraestructura,Positivo,Good very nice,
8756,Worth,Precio,Positivo,It is worth spending the day with the family,2021-12-08
8757,Park,Naturaleza,Positivo,The park is very nice,
8758,Clean,Infraestructura,Positivo,Well kept clean and with very nice plants,
8759,Clean,Infraestructura,Positivo,Very clean,2018-12-01
8760,Clean,Infraestructura,Positivo,Very clean,2023-02-02
8761,Clean,Infraestructura,Positivo,Very clean,2024-03-11
8762,Lugar,Infraestructura,Neutro,"Well, thank you, I enjoyed it to the fullest.",2018-07-11
8763,Lugar,Infraestructura,Neutro,well it is big and more like for children,
8764,Clean,Infraestructura,Positivo,Well maintained and clean,2023-11-09
8765,Clean,Infraestructura,Positivo,Well maintained and clean,2024-12-09
8766,Lugar,Infraestructura,Neutro,Well preserved,2019-09-01
8767,Lugar,Infraestructura,Neutro,Well preserved and organized.,
8768,Lugar,Infraestructura,Positivo,"Well preserved, very beautiful",2019-06-04
8769,Lugar,Infraestructura,Neutro,This is very pretty,
8770,Lugar,Infraestructura,Positivo,Very nice,2021-03-03
8771,Lugar,Infraestructura,Positivo,good good,
8772,Room,Infraestructura,Positivo,Well groomed and clean,2018-07-06
8773,Lugar,Infraestructura,Positivo,Good there,
8774,Lugar,Infraestructura,Positivo,Good,
8775,Lugar,Infraestructura,Positivo,Good,2019-11-08
8776,Lugar,Infraestructura,Positivo,Good,
8777,Lugar,Infraestructura,Positivo,Good,
8778,Lugar,Infraestructura,Positivo,Good,2019-10-08
8779,Lugar,Infraestructura,Positivo,Good,
8780,Lugar,Infraestructura,Positivo,Good,2019-11-03
8781,Lugar,Infraestructura,Positivo,Good,
8782,Lugar,Infraestructura,Positivo,Good,
8783,Lugar,Infraestructura,Positivo,Good,
8784,Lugar,Infraestructura,Positivo,Good,
8785,Lugar,Infraestructura,Positivo,Good,
8786,Lugar,Infraestructura,Positivo,Good,2019-03-04
8787,Lugar,Infraestructura,Positivo,Good,
8788,Lugar,Infraestructura,Positivo,Good,
8789,Lugar,Infraestructura,Positivo,Good,2021-05-05
8790,Lugar,Infraestructura,Positivo,Good,2019-03-06
8791,Lugar,Infraestructura,Positivo,Good,
8792,Lugar,Infraestructura,Positivo,GOOD,
8793,Lugar,Infraestructura,Positivo,Good,2019-03-08
8794,Lugar,Infraestructura,Positivo,Good,2019-03-04
8795,Lugar,Infraestructura,Positivo,Good,
8796,Lugar,Infraestructura,Positivo,Good,2022-01-10
8797,Lugar,Infraestructura,Positivo,Good,
8798,Lugar,Infraestructura,Positivo,Good,2022-06-03
8799,Lugar,Infraestructura,Positivo,Good,
8800,Lugar,Infraestructura,Positivo,Good,
8801,Lugar,Infraestructura,Positivo,Good,2020-09-12
8802,Lugar,Infraestructura,Positivo,Good,
8803,Lugar,Infraestructura,Positivo,Good,2019-02-12
8804,Lugar,Infraestructura,Positivo,Good,
8805,Lugar,Infraestructura,Positivo,Good,2019-04-09
8806,Lugar,Infraestructura,Positivo,Good,
8807,Lugar,Infraestructura,Positivo,Good,2019-10-06
8808,Lugar,Infraestructura,Positivo,Good,2019-05-06
8809,Lugar,Infraestructura,Positivo,Good,
8810,Lugar,Infraestructura,Positivo,Good,
8811,Lugar,Infraestructura,Positivo,Good,
8812,Lugar,Infraestructura,Positivo,Good,
8813,Lugar,Infraestructura,Positivo,Good,
8814,Lugar,Infraestructura,Positivo,Good,
8815,Lugar,Infraestructura,Positivo,Good,
8816,Lugar,Infraestructura,Positivo,Good,2020-10-02
8817,Lugar,Infraestructura,Positivo,Good,2018-10-05
8818,Lugar,Infraestructura,Positivo,Good,2019-04-09
8819,Landscape,Naturaleza,Positivo,"Beautiful landscapes, nature, climate, pure air, total tranquility",
8820,Lugar,Infraestructura,Positivo,Beautiful,
8821,Lugar,Infraestructura,Positivo,"Beautiful, a quiet square",2019-03-06
8822,Lugar,Infraestructura,Neutro,Handsome!! But too dark at night...,2019-08-07
8823,Park,Naturaleza,Positivo,Beautiful and quiet park,
8824,Eat,Gastronomía,Positivo,Beautiful theater,2019-08-10
8825,Lugar,Infraestructura,Positivo,"Beautiful sanctuary, in front of some delicious sugar and panela cocadas",2018-11-11
8826,Park,Naturaleza,Positivo,Beautiful park,2018-07-04
8827,Park,Naturaleza,Positivo,Beautiful icon park of Loja,
8828,Park,Naturaleza,Positivo,Beautiful park,2020-10-11
8829,Park,Naturaleza,Positivo,Beautiful Park,
8830,Park,Naturaleza,Positivo,Beautiful Park,
8831,Lugar,Infraestructura,Positivo,"Beautiful for cycling, walking or jogging",2023-11-09
8832,Lugar,Infraestructura,Positivo,Beautiful our clock tower in San Sebastian and the Church with the perfect change of lights ☺,
8833,Lugar,Infraestructura,Positivo,Beautiful place..,2021-09-09
8834,Lugar,Infraestructura,Positivo,"Beautiful place, to spend with family",
8835,Lugar,Infraestructura,Positivo,"Beautiful place, nice events",
8836,Lugar,Infraestructura,Positivo,Beautiful place! You have to bring water or an empty bottle to fill with water from the spring,2019-03-08
8837,Lugar,Infraestructura,Positivo,Beautiful place!,
8838,Lugar,Infraestructura,Positivo,Beautiful place that exists in Loja,
8839,Lugar,Infraestructura,Positivo,Beautiful place to visit and learn a little about Loja culture!!!,2018-02-07
8840,Lugar,Infraestructura,Positivo,Beautiful place to visit,
8841,Lugar,Infraestructura,Positivo,Beautiful place to relax.,
8842,Lugar,Infraestructura,Positivo,Beautiful place for children and boys.,2020-10-11
8843,Lugar,Infraestructura,Positivo,Beautiful place to go with the family,
8844,Lugar,Infraestructura,Positivo,Beautiful magical place,2021-12-05
8845,Lugar,Infraestructura,Positivo,Beautiful emblematic place in Loja,
8846,Lugar,Infraestructura,Positivo,Beautiful meeting place,
8847,Lugar,Infraestructura,Positivo,Beautiful place in my beloved Loja.,
8848,Lugar,Infraestructura,Positivo,Beautiful place in my beloved Loja.,
8849,Lugar,Infraestructura,Positivo,Beautiful place with classic style. Very good events,
8850,Lugar,Infraestructura,Positivo,beautiful place to walk and share in family.,
8851,Lugar,Infraestructura,Positivo,Beautiful place ☺️,2023-12-02
8852,Lugar,Infraestructura,Positivo,Beautiful place,2019-05-05
8853,Lugar,Infraestructura,Positivo,Beautiful place,2017-11-12
8854,Lugar,Infraestructura,Positivo,Beautiful place,
8855,Lugar,Infraestructura,Positivo,Beautiful place,2021-10-03
8856,Lugar,Infraestructura,Positivo,Beautiful place,
8857,Lugar,Infraestructura,Positivo,Beautiful place,
8858,Lugar,Infraestructura,Positivo,Beautiful place,
8859,Park,Naturaleza,Positivo,"The park is beautiful, but very neglected",
8860,Danger,Seguridad,Neutro,Dangerous at night,
8861,Clean,Infraestructura,Positivo,"Beautiful place reminds me of my childhood, clean as always with Internet for those who cannot connect nearby",
8861,Near,Ubicación,Positivo,"Beautiful place reminds me of my childhood, clean as always with Internet for those who cannot connect nearby",
8862,Lugar,Infraestructura,Positivo,Nice even if a little let go compared to a few years ago.,2023-10-01
8863,Lugar,Infraestructura,Positivo,Beautiful place everything...very nice and able to enjoy with the whole family,
8864,Lugar,Infraestructura,Positivo,Beautiful,
8865,Lugar,Infraestructura,Positivo,Beautiful,
8866,Lugar,Infraestructura,Positivo,Beautiful,
8867,Lugar,Infraestructura,Positivo,Beautiful,
8868,Lugar,Infraestructura,Positivo,Beautiful,
8869,Lugar,Infraestructura,Positivo,Beautiful,
8870,Lugar,Infraestructura,Positivo,Beautiful,
8871,Lugar,Infraestructura,Positivo,Beautiful,
8872,Lugar,Infraestructura,Positivo,Beautiful,2019-03-07
8873,Lugar,Infraestructura,Positivo,Beautiful,
8874,Lugar,Infraestructura,Positivo,Beautiful,
8875,Lugar,Infraestructura,Positivo,Beautiful,
8876,Lugar,Infraestructura,Positivo,Beautiful,2024-03-01
8877,Lugar,Infraestructura,Positivo,Beautiful,
8878,Lugar,Infraestructura,Positivo,Beautiful,2020-12-03
8879,Lugar,Infraestructura,Positivo,Beautiful,
8880,Lugar,Infraestructura,Positivo,Beautiful,
8881,Lugar,Infraestructura,Positivo,Beautiful,
8882,Lugar,Infraestructura,Positivo,Beautiful,
8883,Lugar,Infraestructura,Neutro,Handsome,
8884,Lugar,Infraestructura,Positivo,"Beautiful, very good works on display",
8885,Security,Seguridad,Positivo,"Beautiful, and above all, the activity for the Churona with orchestra and a lot of security is very nice",2024-01-11
8886,Lugar,Infraestructura,Positivo,Everything is beautiful,
8887,Eat,Gastronomía,Positivo,Beautiful theater,
8888,Animal,Naturaleza,Positivo,Its monuments are wonderful and without a doubt its animals make the environment very attractive,2020-04-03
8889,Lugar,Infraestructura,Positivo,"Beautiful place. Perfectly cared for, ready for the best photographs. Fully illuminated at night. Be",2019-06-01
8890,Lugar,Infraestructura,Positivo,"Beautiful place, very quiet and cozy",
8891,Lugar,Infraestructura,Positivo,Beautiful ✌️✌️✌️✌️✌️,
8892,Lugar,Infraestructura,Positivo,Beautiful,
8893,Lugar,Infraestructura,Positivo,Beautiful,
8894,Lugar,Infraestructura,Positivo,Beautiful,2023-10-08
8895,City,Ubicación,Positivo,The City Gate is a must-see if you visit Loja,
