ID,Aspecto,Categoría,Sentimiento,Evidencia,Fecha
8209,Although the city government could use it much better,Ubicación,Neutro,"I think it is the first place they recommend you go to when you arrive in Loja and it is really worth it, although the city government could use it much better.
Nice to take a couple of photos inside and outside the towers. The lack of guides or explanation leaves you with just that... Photos.

Why not think about some characters wearing period dresses? Why have the dirty river in the surroundings?
Why not think about adapting the surroundings (houses, businesses and others) according to this infrastructure?
Loja wastes this site that even with better infrastructure could be pedestrian only.
Loja is a place worth visiting and quite safe. The people are very friendly and pleasant... They have everything to take advantage of large-scale tourism.
I was impressed with the wind generators!!",2024-07-29
8209,The lack of guides or explanation leaves you with just that,Atención,Neutro,"I think it is the first place they recommend you go to when you arrive in Loja and it is really worth it, although the city government could use it much better.
Nice to take a couple of photos inside and outside the towers. The lack of guides or explanation leaves you with just that... Photos.

Why not think about some characters wearing period dresses? Why have the dirty river in the surroundings?
Why not think about adapting the surroundings (houses, businesses and others) according to this infrastructure?
Loja wastes this site that even with better infrastructure could be pedestrian only.
Loja is a place worth visiting and quite safe. The people are very friendly and pleasant... They have everything to take advantage of large-scale tourism.
I was impressed with the wind generators!!",2024-07-29
8209,Why not think about some characters wearing period dresses? why have the dirty river in the surroundings?,Infraestructura,Negativo,"I think it is the first place they recommend you go to when you arrive in Loja and it is really worth it, although the city government could use it much better.
Nice to take a couple of photos inside and outside the towers. The lack of guides or explanation leaves you with just that... Photos.

Why not think about some characters wearing period dresses? Why have the dirty river in the surroundings?
Why not think about adapting the surroundings (houses, businesses and others) according to this infrastructure?
Loja wastes this site that even with better infrastructure could be pedestrian only.
Loja is a place worth visiting and quite safe. The people are very friendly and pleasant... They have everything to take advantage of large-scale tourism.
I was impressed with the wind generators!!",2024-07-29
8209,Businesses and others) according to this infrastructure?,Infraestructura,Neutro,"I think it is the first place they recommend you go to when you arrive in Loja and it is really worth it, although the city government could use it much better.
Nice to take a couple of photos inside and outside the towers. The lack of guides or explanation leaves you with just that... Photos.

Why not think about some characters wearing period dresses? Why have the dirty river in the surroundings?
Why not think about adapting the surroundings (houses, businesses and others) according to this infrastructure?
Loja wastes this site that even with better infrastructure could be pedestrian only.
Loja is a place worth visiting and quite safe. The people are very friendly and pleasant... They have everything to take advantage of large-scale tourism.
I was impressed with the wind generators!!",2024-07-29
8209,Loja wastes this site that even with better infrastructure could be pedestrian only,Infraestructura,Neutro,"I think it is the first place they recommend you go to when you arrive in Loja and it is really worth it, although the city government could use it much better.
Nice to take a couple of photos inside and outside the towers. The lack of guides or explanation leaves you with just that... Photos.

Why not think about some characters wearing period dresses? Why have the dirty river in the surroundings?
Why not think about adapting the surroundings (houses, businesses and others) according to this infrastructure?
Loja wastes this site that even with better infrastructure could be pedestrian only.
Loja is a place worth visiting and quite safe. The people are very friendly and pleasant... They have everything to take advantage of large-scale tourism.
I was impressed with the wind generators!!",2024-07-29
8209,Loja is a place worth visiting and quite safe,Seguridad,Positivo,"I think it is the first place they recommend you go to when you arrive in Loja and it is really worth it, although the city government could use it much better.
Nice to take a couple of photos inside and outside the towers. The lack of guides or explanation leaves you with just that... Photos.

Why not think about some characters wearing period dresses? Why have the dirty river in the surroundings?
Why not think about adapting the surroundings (houses, businesses and others) according to this infrastructure?
Loja wastes this site that even with better infrastructure could be pedestrian only.
Loja is a place worth visiting and quite safe. The people are very friendly and pleasant... They have everything to take advantage of large-scale tourism.
I was impressed with the wind generators!!",2024-07-29
8209,The people are very friendly and pleasant,Atención,Positivo,"I think it is the first place they recommend you go to when you arrive in Loja and it is really worth it, although the city government could use it much better.
Nice to take a couple of photos inside and outside the towers. The lack of guides or explanation leaves you with just that... Photos.

Why not think about some characters wearing period dresses? Why have the dirty river in the surroundings?
Why not think about adapting the surroundings (houses, businesses and others) according to this infrastructure?
Loja wastes this site that even with better infrastructure could be pedestrian only.
Loja is a place worth visiting and quite safe. The people are very friendly and pleasant... They have everything to take advantage of large-scale tourism.
I was impressed with the wind generators!!",2024-07-29
8215,Contains several buildings from different countries replicated throughout the park,Infraestructura,Neutro,Contains several buildings from different countries replicated throughout the park,2024-11-09
8216,Contact nature,Naturaleza,Neutro,Contact nature,2019-03-31
8217,Contact with nature,Naturaleza,Neutro,Contact with nature,2022-03-20
8220,I know the beauty of the place but i returned to loja to spend the holiday season and i find the news that from december 26 to 30 the garden is closed,Infraestructura,Neutro,I know the beauty of the place but I returned to Loja to spend the holiday season and I find the news that from December 26 to 30 the garden is closed. How is it possible that a tourist place is closed when there is an influx of tourists during vacation time? Are ecological sites offices? We travel from afar to encounter this situation that is inexplicable,2023-12-28
8220,How is it possible that a tourist place is closed when there is an influx of tourists during vacation time? are ecological sites offices? we travel from afar to encounter this situation that is inexplicable,Infraestructura,Neutro,I know the beauty of the place but I returned to Loja to spend the holiday season and I find the news that from December 26 to 30 the garden is closed. How is it possible that a tourist place is closed when there is an influx of tourists during vacation time? Are ecological sites offices? We travel from afar to encounter this situation that is inexplicable,2023-12-28
8221,Also known as the park of nations,Naturaleza,Neutro,"Also known as the Park of Nations, there are 5 obelisks that represent the nations that Bolívar liberated, beautifully planned, very busy, a park located in the center of the city.",2022-03-20
8221,Very busy,Transporte,Neutro,"Also known as the Park of Nations, there are 5 obelisks that represent the nations that Bolívar liberated, beautifully planned, very busy, a park located in the center of the city.",2022-03-20
8221,A park located in the center of the city,Naturaleza,Neutro,"Also known as the Park of Nations, there are 5 obelisks that represent the nations that Bolívar liberated, beautifully planned, very busy, a park located in the center of the city.",2022-03-20
8222,Also known as plaza de san sebastián where important historical events of the city took place,Infraestructura,Neutro,"Also known as Plaza de San Sebastián where important historical events of the city took place. Around it is the market, the church and important educational centers of great prestige in the city, headquarters of the living arts festival circuit.",2022-04-20
8222,The church and important educational centers of great prestige in the city,Gastronomía,Positivo,"Also known as Plaza de San Sebastián where important historical events of the city took place. Around it is the market, the church and important educational centers of great prestige in the city, headquarters of the living arts festival circuit.",2022-04-20
8223,There is a lack of love from the people of loja,Atención,Positivo,"I visited Loja a few years ago, I returned a few days ago, there is a lack of love from the people of Loja, the park is neglected, the city is not moving forward.",2023-10-25
8223,The park is neglected,Naturaleza,Neutro,"I visited Loja a few years ago, I returned a few days ago, there is a lack of love from the people of Loja, the park is neglected, the city is not moving forward.",2023-10-25
8223,The city is not moving forward,Ubicación,Negativo,"I visited Loja a few years ago, I returned a few days ago, there is a lack of love from the people of Loja, the park is neglected, the city is not moving forward.",2023-10-25
8224,You meet new people,Atención,Neutro,YOU MEET NEW PEOPLE,2017-09-20
8226,Busy,Transporte,Neutro,"Busy, a touch of nature in the city",2022-08-19
8226,A touch of nature in the city,Naturaleza,Neutro,"Busy, a touch of nature in the city",2022-08-19
8227,Busy and busy,Transporte,Neutro,"Busy and busy, very nice, there is a craft fair, books and other things.",2024-05-10
8227,There is a craft fair,Naturaleza,Neutro,"Busy and busy, very nice, there is a craft fair, books and other things.",2024-05-10
8230,With a restaurant and a cafeteria to spend a nice moment,Gastronomía,Positivo,With a restaurant and a cafeteria to spend a nice moment,2022-04-26
8231,With a spectacular viewpoint to contemplate the city,Naturaleza,Neutro,With a spectacular viewpoint to contemplate the city. The lighting at night invites you to walk and photograph the church.,2019-07-09
8231,The lighting at night invites you to walk and photograph the church,Infraestructura,Neutro,With a spectacular viewpoint to contemplate the city. The lighting at night invites you to walk and photograph the church.,2019-07-09
8233,A spectacular and very preserved interior,Naturaleza,Neutro,"With its colonial architecture, a spectacular and very preserved interior, it is in my opinion the most beautiful church in the city of Loja. Always clean and tidy.",2022-01-06
8233,In my opinion the most beautiful church in the city of loja,Ubicación,Positivo,"With its colonial architecture, a spectacular and very preserved interior, it is in my opinion the most beautiful church in the city of Loja. Always clean and tidy.",2022-01-06
8233,Always clean and tidy,Infraestructura,Positivo,"With its colonial architecture, a spectacular and very preserved interior, it is in my opinion the most beautiful church in the city of Loja. Always clean and tidy.",2022-01-06
8235,With the virgin that place was beautiful,Infraestructura,Positivo,With the Virgin that place was beautiful...!!!...,2019-08-22
8237,With love like this my family remembers the dairy,Naturaleza,Positivo,With love like this my family remembers the dairy,2021-06-20
8239,Buying traditional food,Gastronomía,Neutro,Buying traditional food,2022-09-17
8240,Colonial architectural complex of the convent of san francisco in the city of loja,Ubicación,Neutro,Colonial architectural complex of the convent of San Francisco in the city of Loja,2021-10-04
8241,Sharing the imposition of the apron,Infraestructura,Neutro,"Sharing the Imposition of the Apron...UTPL MEDICO
Congratulations Cousin!!!",2018-09-04
8243,Share pleasant moments next to its waterfalls and lagoons,Infraestructura,Neutro,Share pleasant moments next to its waterfalls and lagoons,2023-11-24
8246,Clean comfortable has kitchen,Infraestructura,Positivo,Clean comfortable has kitchen,2017-11-25
8247,Like all the parks in the city of loja,Naturaleza,Neutro,Like all the parks in the city of Loja. Very clean,2019-04-11
8247,Very clean,Infraestructura,Positivo,Like all the parks in the city of Loja. Very clean,2019-04-11
8249,Clean place with different areas to recreate for free,Gastronomía,Positivo,"As always, formidable: spacious, clean place with different areas to recreate for free.",2022-07-06
8250,As always well groomed,Infraestructura,Positivo,As always well groomed,2019-08-21
8251,As if there is more tranquility and security missing,Seguridad,Neutro,"As if there is more tranquility and security missing, but a cozy, good park...!!",2021-02-28
8251,Good park,Naturaleza,Positivo,"As if there is more tranquility and security missing, but a cozy, good park...!!",2021-02-28
8252,As a museos it has several paintings and works of art made of various materials,Naturaleza,Neutro,"As a Museos it has several paintings and works of art made of various materials, but nothing surprising. On the upper floors it has paintings of the different points of tourist interest in the entire region.",2022-09-18
8252,On the upper floors it has paintings of the different points of tourist interest in the entire region,Infraestructura,Neutro,"As a Museos it has several paintings and works of art made of various materials, but nothing surprising. On the upper floors it has paintings of the different points of tourist interest in the entire region.",2022-09-18
8253,Just like the great metropolises,Gastronomía,Positivo,"As I say in other comments, we must update, just like the great metropolises, our beautiful city, which is our Loja, gentlemen, we are stagnating in the old, something more is needed to move forward as a cultural city.",2022-01-18
8253,Our beautiful city,Ubicación,Positivo,"As I say in other comments, we must update, just like the great metropolises, our beautiful city, which is our Loja, gentlemen, we are stagnating in the old, something more is needed to move forward as a cultural city.",2022-01-18
8253,Something more is needed to move forward as a cultural city,Ubicación,Neutro,"As I say in other comments, we must update, just like the great metropolises, our beautiful city, which is our Loja, gentlemen, we are stagnating in the old, something more is needed to move forward as a cultural city.",2022-01-18
8254,Later in the red zone,Ubicación,Neutro,"As in many large cities, during working hours fine, later in the red zone. Hopefully one day the authorities will do something to change this.",2021-10-04
8256,Fresh air,Naturaleza,Neutro,"Colorful, fresh air, good atmosphere",2020-11-17
8257,Colorful and orderly now that there are living arts,Infraestructura,Positivo,Colorful and orderly now that there are living arts,2021-11-22
8261,Full of cultural traditions and typical food,Gastronomía,Neutro,"Colonial parish, full of cultural traditions and typical food.",2023-05-23
8265,Colo dancer is one of the best places where i could dance,Infraestructura,Positivo,"Colo dancer is one of the best places where I could dance, its quality of stage, sound, lighting, dressing rooms and more leaves nothing to be desired. It denotes Loja culture at its best.",2020-09-03
8265,Lighting,Infraestructura,Neutro,"Colo dancer is one of the best places where I could dance, its quality of stage, sound, lighting, dressing rooms and more leaves nothing to be desired. It denotes Loja culture at its best.",2020-09-03
8265,Dressing rooms and more leaves nothing to be desired,Infraestructura,Negativo,"Colo dancer is one of the best places where I could dance, its quality of stage, sound, lighting, dressing rooms and more leaves nothing to be desired. It denotes Loja culture at its best.",2020-09-03
8267,Classic passing through el parque bolívar to get to the center,Naturaleza,Neutro,"Classic passing through El Parque Bolívar to get to the center, the hospital, stops, shops, meeting someone, meeting point for schoolchildren, etc.",2019-10-23
8269,Majestic city,Ubicación,Neutro,majestic city,2023-09-23
8270,Beautiful city,Ubicación,Positivo,beautiful city,2024-08-21
8271,For the majesty of feeling the horizon,Precio,Neutro,"Five stars for the magic of Villonaco, for the majesty of feeling the horizon, of wanting to flow with the wind.",2023-05-19
8272,Others have received more than well-deserved maintenance,Infraestructura,Positivo,"Certain attractions are neglected, however, others have received more than well-deserved maintenance. Good place to visit with family, friends or partner",2023-06-01
8272,Good place to visit with family,Infraestructura,Positivo,"Certain attractions are neglected, however, others have received more than well-deserved maintenance. Good place to visit with family, friends or partner",2023-06-01
8278,Pass safely during the day,Seguridad,Positivo,"Cool, pass safely during the day",2017-12-27
8279,Needs a little maintenance improvement,Infraestructura,Neutro,"Cool, needs a little maintenance improvement",2019-09-26
8283,Cool park to walk with the family,Naturaleza,Neutro,Cool park to walk with the family,2021-01-08
8284,Cool park,Naturaleza,Neutro,cool park,2022-08-30
8290,Cool place,Infraestructura,Neutro,cool place,2019-01-24
8291,Cool place,Infraestructura,Neutro,Cool place,2021-01-24
8292,Cool place,Infraestructura,Neutro,Cool place,2020-08-01
8335,Close to be with nature,Naturaleza,Neutro,Close to be with nature,2017-01-31
8336,Nearby there is a colonial-style house,Ubicación,Neutro,"Nearby there is a colonial-style house, a square and a gazebo, and there are places to eat guinea pig and typical food around.",2019-03-14
8336,There are places to eat guinea pig and typical food around,Gastronomía,Neutro,"Nearby there is a colonial-style house, a square and a gazebo, and there are places to eat guinea pig and typical food around.",2019-03-14
8338,Tourist center,Ubicación,Neutro,"Tourist center, comfortable and safe",2022-04-26
8338,Comfortable and safe,Seguridad,Positivo,"Tourist center, comfortable and safe",2022-04-26
8339,Historic center of loja,Ubicación,Neutro,Historic center of Loja... they hold musical events... craft and culinary events...,2019-03-07
8340,Historic city center,Ubicación,Neutro,historic city center,2024-11-08
8341,Historical center,Ubicación,Neutro,Historical Center,2023-06-06
8342,Catholic pilgrimage center of the lojano town,Ubicación,Neutro,"Catholic pilgrimage center of the Lojano town, between the town of El Cisne (La Basílica) and the Central Park of Loja (The Cathedral); countless devotions and faith of its inhabitants and pilgrims are woven towards the sacred Virgin of El Cisne...

We must not leave aside that to be a good believer in our faith that we profess, we must first be better human beings in the places we inhabit...

️...",2020-11-17
8342,Between the town of el cisne (la basílica) and the central park of loja (the cathedral),Naturaleza,Neutro,"Catholic pilgrimage center of the Lojano town, between the town of El Cisne (La Basílica) and the Central Park of Loja (The Cathedral); countless devotions and faith of its inhabitants and pilgrims are woven towards the sacred Virgin of El Cisne...

We must not leave aside that to be a good believer in our faith that we profess, we must first be better human beings in the places we inhabit...

️...",2020-11-17
8342,We must first be better human beings in the places we inhabit,Infraestructura,Neutro,"Catholic pilgrimage center of the Lojano town, between the town of El Cisne (La Basílica) and the Central Park of Loja (The Cathedral); countless devotions and faith of its inhabitants and pilgrims are woven towards the sacred Virgin of El Cisne...

We must not leave aside that to be a good believer in our faith that we profess, we must first be better human beings in the places we inhabit...

️...",2020-11-17
8343,Excellent city center,Ubicación,Positivo,Excellent city center,2022-04-16
8344,City center,Ubicación,Neutro,City center,2018-01-02
8345,Center of cuenca,Ubicación,Neutro,"Center of Cuenca, Has Trees Gifted by the Government of Chile, Has 2 Cathedrals (Old and New), Commerce",2020-02-14
8345,Has trees gifted by the government of chile,Naturaleza,Neutro,"Center of Cuenca, Has Trees Gifted by the Government of Chile, Has 2 Cathedrals (Old and New), Commerce",2020-02-14
8346,Convention and arts center,Ubicación,Neutro,Convention and arts center,2019-06-26
8347,Teatros / centros culturales,Gastronomía,Neutro,Teatros / Centros Culturales.,2018-06-08
8348,Teatros / centros culturales artistic events music and theater,Gastronomía,Neutro,Teatros / Centros Culturales artistic events music and theater. Municipality of Loja,2019-03-23
8349,Loja teatros / centros culturales,Gastronomía,Neutro,Loja Teatros / Centros Culturales. Highly recommended,2022-05-09
8350,Loja shopping center,Ubicación,Neutro,Loja shopping center,2024-03-02
8351,Catholic center,Ubicación,Neutro,Catholic center,2020-12-03
8352,Central and like every park in the country invaded by foreigners,Naturaleza,Neutro,Central and like every park in the country invaded by foreigners.,2019-09-20
8354,Cauenta with walkways and night lighting to exercise without problems,Seguridad,Neutro,Cauenta with walkways and night lighting to exercise without problems,2018-03-09
8355,Cathedral located in the center of the city,Ubicación,Neutro,"Cathedral located in the center of the city, with a very beautiful altarpiece, great spaciousness and frequent Eucharists.",2020-07-13
8355,Great spaciousness and frequent eucharists,Gastronomía,Positivo,"Cathedral located in the center of the city, with a very beautiful altarpiece, great spaciousness and frequent Eucharists.",2020-07-13
8357,Cathedral under restoration of the city of loja -ecuador,Ubicación,Neutro,Cathedral under restoration of the city of Loja -Ecuador,2024-11-07
8358,Loja cathedral located in the center of the city,Ubicación,Neutro,"Loja Cathedral located in the center of the city, made of stone and adobe in 1838
It is eclectic in style, with historicist, neoclassical and Corinthian elements.
Icon of the city, renovated in 1990 with its patron Saint Augustine. Around there are cafes, places to buy crafts and coffee.",2024-02-13
8358,Icon of the city,Ubicación,Neutro,"Loja Cathedral located in the center of the city, made of stone and adobe in 1838
It is eclectic in style, with historicist, neoclassical and Corinthian elements.
Icon of the city, renovated in 1990 with its patron Saint Augustine. Around there are cafes, places to buy crafts and coffee.",2024-02-13
8358,Around there are cafes,Gastronomía,Neutro,"Loja Cathedral located in the center of the city, made of stone and adobe in 1838
It is eclectic in style, with historicist, neoclassical and Corinthian elements.
Icon of the city, renovated in 1990 with its patron Saint Augustine. Around there are cafes, places to buy crafts and coffee.",2024-02-13
8358,Places to buy crafts and coffee,Gastronomía,Neutro,"Loja Cathedral located in the center of the city, made of stone and adobe in 1838
It is eclectic in style, with historicist, neoclassical and Corinthian elements.
Icon of the city, renovated in 1990 with its patron Saint Augustine. Around there are cafes, places to buy crafts and coffee.",2024-02-13
8359,A place of retreat for catholics,Gastronomía,Neutro,"Loja Cathedral, a place of retreat for Catholics, very clean and neat with security measures, they do not charge you the entrance fee, you can enter to pray and recreate the architecture of this church",2021-11-08
8359,Very clean and neat with security measures,Gastronomía,Positivo,"Loja Cathedral, a place of retreat for Catholics, very clean and neat with security measures, they do not charge you the entrance fee, you can enter to pray and recreate the architecture of this church",2021-11-08
8359,They do not charge you the entrance fee,Precio,Negativo,"Loja Cathedral, a place of retreat for Catholics, very clean and neat with security measures, they do not charge you the entrance fee, you can enter to pray and recreate the architecture of this church",2021-11-08
8359,You can enter to pray and recreate the architecture of this church,Gastronomía,Neutro,"Loja Cathedral, a place of retreat for Catholics, very clean and neat with security measures, they do not charge you the entrance fee, you can enter to pray and recreate the architecture of this church",2021-11-08
8362,Castle gate of the city of loja,Ubicación,Neutro,"Castle gate of the city of Loja.
You can visit at any time",2023-10-07
8364,Waterfall wonderful place,Infraestructura,Neutro,Waterfall wonderful place,2019-11-20
8365,"Bride's veil"" waterfall via zamora - loja",Infraestructura,Neutro,"""Bride's Veil"" Waterfall Via Zamora - Loja",2019-09-02
8366,Quiet place,Infraestructura,Neutro,"Colonial House. Quiet place. It has space with a small room for presentations. In 2020 it was reopened for Exhibitions, painting and art.",2021-08-23
8366,It has space with a small room for presentations,Infraestructura,Neutro,"Colonial House. Quiet place. It has space with a small room for presentations. In 2020 it was reopened for Exhibitions, painting and art.",2021-08-23
8368,Sports fields and children's games,Infraestructura,Neutro,Sports fields and children's games,2023-09-24
8369,Walk and breathe fresh air,Gastronomía,Neutro,Walk and breathe fresh air...,2023-07-07
8370,Architectural style street with colonial characteristics with very picturesque places,Infraestructura,Neutro,Architectural style street with colonial characteristics with very picturesque places,2023-11-28
8373,Cafe,Gastronomía,Neutro,"Cafe, very nice place",2023-08-15
8373,Very nice place,Infraestructura,Positivo,"Cafe, very nice place",2023-08-15
8374,Delicious coffee that you can order if you go to the cafeteria,Gastronomía,Neutro,"Delicious coffee that you can order if you go to the cafeteria, without a doubt a nice place to share and better if it is as a couple",2024-06-26
8374,Without a doubt a nice place to share and better if it is as a couple,Infraestructura,Positivo,"Delicious coffee that you can order if you go to the cafeteria, without a doubt a nice place to share and better if it is as a couple",2024-06-26
8376,A very nice family place and if you like to play ping pong there is a spectacular public table,Infraestructura,Positivo,"Every time I am in Loja I go to Jipiro, it is a very nice family place and if you like to play ping pong there is a spectacular public table.",2023-10-05
8378,Games,Infraestructura,Neutro,"Are you looking for open spaces, games, a good atmosphere, tranquility and enjoying a boat adventure, visit this place",2022-11-18
8378,Visit this place,Infraestructura,Neutro,"Are you looking for open spaces, games, a good atmosphere, tranquility and enjoying a boat adventure, visit this place",2022-11-18
8379,Good location,Ubicación,Positivo,"Good location, quick access.",2024-08-11
8379,Quick access,Transporte,Neutro,"Good location, quick access.",2024-08-11
8387,Good a place where you can rest at night on cultural thursdays is very,Infraestructura,Positivo,Good a place where you can rest at night on cultural Thursdays is very. cozy independence square,2021-08-05
8392,Cheap and has all kinds of games,Precio,Neutro,Good to go with family. It is cheap and has all kinds of games,2019-10-01
8395,Good for distraction after sunset is not safe,Seguridad,Positivo,Good for distraction after sunset is not safe,2024-07-13
8400,Well this place is very nice for tourists to visit like the people who live in this castilian city and well i am visiting every day because the solca qisa hospital is right there that is why the map locates me,Infraestructura,Positivo,Well this place is very nice for tourists to visit like the people who live in this Castilian city and well I am visiting every day because the Solca Qisa hospital is right there that is why the map locates me,2021-03-27
8401,A park that is located in the center of the city,Naturaleza,Neutro,"Well, it is a park that is located in the center of the city.",2019-09-19
8402,See its monuments,Naturaleza,Neutro,"Well, as usual, pass by there, see its monuments, its gardens, the tourists who visit its people, who are seen every day resting there in the Park.",2022-03-24
8402,Its gardens,Naturaleza,Neutro,"Well, as usual, pass by there, see its monuments, its gardens, the tourists who visit its people, who are seen every day resting there in the Park.",2022-03-24
8402,The tourists who visit its people,Atención,Neutro,"Well, as usual, pass by there, see its monuments, its gardens, the tourists who visit its people, who are seen every day resting there in the Park.",2022-03-24
8402,Who are seen every day resting there in the park,Naturaleza,Neutro,"Well, as usual, pass by there, see its monuments, its gardens, the tourists who visit its people, who are seen every day resting there in the Park.",2022-03-24
8403,This park is missing something else since our loja is getting stagnant,Naturaleza,Neutro,"Well, this park is missing something else since our Loja is getting stagnant",2022-01-18
8431,Great,Gastronomía,Positivo,Great,2023-09-29
8432,Great,Gastronomía,Positivo,Great,2021-09-01
8438,Good views of the city,Naturaleza,Positivo,Good views of the city,2023-11-13
8439,Good view,Naturaleza,Positivo,Good View,2023-08-11
8445,Good green areas,Naturaleza,Positivo,Good green areas,2018-07-17
8447,Good view,Naturaleza,Positivo,Good view. Deplorable cleanliness and bad smell,2020-02-27
8447,Deplorable cleanliness and bad smell,Infraestructura,Neutro,Good view. Deplorable cleanliness and bad smell,2020-02-27
8448,Good view of the city,Naturaleza,Positivo,Good view of the city,2022-01-12
8449,Good view to appreciate,Naturaleza,Positivo,Good view to appreciate...,2022-03-03
8450,Good view,Naturaleza,Positivo,Good View,2020-02-02
8451,Good view,Naturaleza,Positivo,Good view,2023-02-07
8452,Good security,Seguridad,Positivo,Good security,2020-06-02
8453,Good security,Seguridad,Positivo,Good security,2017-08-24
8456,Good infrastructure,Infraestructura,Positivo,"Good infrastructure, quite attractive and welcoming",2021-11-25
8457,Good lighting,Infraestructura,Positivo,Good lighting,2019-01-28
8461,Good food,Gastronomía,Positivo,Good food,2020-03-01
8463,Good service,Atención,Positivo,"Good service, wifi available, cabins with a bed for $3 per person, possibility of paying extra to use gas in the kitchen, place to make bonfires, start of two routes, one longer of 15km to the Compadre lagoons for 8 hours and another one longer The circular route takes about three hours to the viewpoints.",2018-10-06
8463,Wifi available,Infraestructura,Neutro,"Good service, wifi available, cabins with a bed for $3 per person, possibility of paying extra to use gas in the kitchen, place to make bonfires, start of two routes, one longer of 15km to the Compadre lagoons for 8 hours and another one longer The circular route takes about three hours to the viewpoints.",2018-10-06
8463,Cabins with a bed for $3 per person,Infraestructura,Neutro,"Good service, wifi available, cabins with a bed for $3 per person, possibility of paying extra to use gas in the kitchen, place to make bonfires, start of two routes, one longer of 15km to the Compadre lagoons for 8 hours and another one longer The circular route takes about three hours to the viewpoints.",2018-10-06
8463,Possibility of paying extra to use gas in the kitchen,Precio,Neutro,"Good service, wifi available, cabins with a bed for $3 per person, possibility of paying extra to use gas in the kitchen, place to make bonfires, start of two routes, one longer of 15km to the Compadre lagoons for 8 hours and another one longer The circular route takes about three hours to the viewpoints.",2018-10-06
8463,Place to make bonfires,Infraestructura,Neutro,"Good service, wifi available, cabins with a bed for $3 per person, possibility of paying extra to use gas in the kitchen, place to make bonfires, start of two routes, one longer of 15km to the Compadre lagoons for 8 hours and another one longer The circular route takes about three hours to the viewpoints.",2018-10-06
8463,One longer of 15km to the compadre lagoons for 8 hours and another one longer the circular route takes about three hours to the viewpoints,Naturaleza,Negativo,"Good service, wifi available, cabins with a bed for $3 per person, possibility of paying extra to use gas in the kitchen, place to make bonfires, start of two routes, one longer of 15km to the Compadre lagoons for 8 hours and another one longer The circular route takes about three hours to the viewpoints.",2018-10-06
8464,Good service and delicious food,Gastronomía,Positivo,Good service and delicious food,2020-03-12
8465,Good attention,Atención,Positivo,Good attention,2022-03-21
8466,Lighting and view,Infraestructura,Neutro,"Good acoustics, lighting and view",2019-10-08
8467,Good welcome,Atención,Positivo,"Good welcome, excellent",2018-12-15
8483,Good theater for living arts,Gastronomía,Positivo,Good theater for living arts,2019-01-03
8484,Good place to take photographs,Infraestructura,Positivo,Good place to take photographs,2024-11-02
8485,Good place to relax,Infraestructura,Positivo,Good place to relax,2017-07-09
8486,Good place to have a good time with the family,Infraestructura,Positivo,Good place to have a good time with the family...,2023-09-23
8487,Good place for walking and sports activity,Infraestructura,Positivo,Good place for walking and sports activity,2018-01-08
8488,Good place to exercise in the middle of the city,Infraestructura,Positivo,Good place to exercise in the middle of the city...,2020-02-03
8489,Very cozy place with good services and attention,Infraestructura,Positivo,"Good, very cozy place with good services and attention",2019-03-12
8490,Good place of distraction,Infraestructura,Positivo,Good place of distraction,2022-04-24
8492,Good place,Infraestructura,Positivo,Good place...it is a splendid viewpoint,2019-05-05
8492,A splendid viewpoint,Naturaleza,Neutro,Good place...it is a splendid viewpoint,2019-05-05
8493,Good place,Infraestructura,Positivo,good place,2018-01-30
8494,Good place,Infraestructura,Positivo,good place,2022-10-03
8495,Good place,Infraestructura,Positivo,good place,2019-07-08
8496,Good place,Infraestructura,Positivo,good place,2021-10-26
8497,Good place,Infraestructura,Positivo,good place,2018-11-18
8498,Good place,Infraestructura,Positivo,good place,2018-04-02
8499,Good service from the person who attended,Atención,Positivo,Good service from the person who attended,2024-08-30
8500,Good service,Atención,Positivo,Good service,2023-05-25
8501,Good service,Atención,Positivo,Good service,2019-11-20
8502,Good taste,Gastronomía,Positivo,Good taste,2023-03-08
8504,Very busy,Transporte,Neutro,"Good meeting point, very busy, there are good places to eat in the surrounding area.",2024-05-17
8504,There are good places to eat in the surrounding area,Gastronomía,Positivo,"Good meeting point, very busy, there are good places to eat in the surrounding area.",2024-05-17
8506,Good park and many people come,Atención,Positivo,Good park and many people come,2017-11-24
8507,Good park a little dangerous,Seguridad,Negativo,Good park a little dangerous,2021-04-03
8508,Good park will be much better after urban regeneration very soon,Naturaleza,Positivo,Good park will be much better after urban regeneration very soon,2018-02-15
8509,Good park to go with the family,Naturaleza,Positivo,Good park to go with the family,2019-12-20
8510,Good park without seeing the beautiful animals around it v:,Naturaleza,Positivo,Good park without seeing the beautiful animals around it v:,2019-07-31
8511,Good park,Naturaleza,Positivo,good park,2018-10-16
8512,Good park,Naturaleza,Positivo,good park,2020-11-04
8513,Good park,Naturaleza,Positivo,good park,2022-02-19
8517,Good viewpoint,Naturaleza,Positivo,Good viewpoint,2022-09-12
8518,Good place,Infraestructura,Positivo,Good place...to walk and breathe fresh air...lots of nature....,2021-02-13
8518,To walk and breathe fresh air,Gastronomía,Neutro,Good place...to walk and breathe fresh air...lots of nature....,2021-02-13
8518,Lots of nature,Naturaleza,Neutro,Good place...to walk and breathe fresh air...lots of nature....,2021-02-13
8519,Good place,Infraestructura,Positivo,Good place.... cozy to spend together with family... and friends...,2021-05-17
8520,Good place,Infraestructura,Positivo,Good place.,2017-05-31
